brewery_name,city,state,abv,beer_name,style,ounces,latitude,longitude,rating
Pedernales Brewing Company,Fredericksburg, TX,0.04,Lobo Lito,Light Lager,12,30.2621454,-97.7613065,4.7
Pedernales Brewing Company,Fredericksburg, TX,0.05,Robert Earl Keen Honey Pils,American Pilsner,12,30.2621454,-97.7613065,4.7
Mother's Brewing,Springfield, MO,0.052,Towhead,American Blonde Ale,12,37.2079288,-93.2992734,4.9
Mother's Brewing,Springfield, MO,0.07,Lil' Helper,American IPA,12,37.2079288,-93.2992734,4.9
Modern Monks Brewery,Lincoln, NE,0.042,Monkadelic,American Pale Ale (APA),12,,,
Two Beers Brewing Company,Seattle, WA,0.041,Day Hike Session,American IPA,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.048,Trailhead ISA,American IPA,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.052,Immersion Amber,American Amber / Red Ale,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.062,Evo IPA,American IPA,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.048,Presidential Pils,Czech Pilsener,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.062,Evolutionary IPA (2012),American IPA,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.057,Persnickety Pale,American Pale Ale (APA),12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.054,SoDo Brown Ale,American Brown Ale,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.052,Immersion Amber Ale (2011),American Amber / Red Ale,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.062,Evolutionary IPA (2011),American IPA,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.048,Trailhead India Style Session Ale (2011),American IPA,12,47.560514,-122.3378197,4.6
Two Beers Brewing Company,Seattle, WA,0.046,Panorama Wheat Ale,American Pale Wheat Ale,12,47.560514,-122.3378197,4.6
Snake River Brewing Company,Jackson, WY,0.05,Monarch Pilsner,American Pilsner,12,43.476815,-110.7654323,4.2
Snake River Brewing Company,Jackson, WY,0.06,Snow King Pale Ale,American Pale Ale (APA),12,43.476815,-110.7654323,4.2
Snake River Brewing Company,Jackson, WY,0.054,Zonker Stout,Foreign / Export Stout,12,43.476815,-110.7654323,4.2
Snake River Brewing Company,Jackson, WY,0.05,OB-1 Organic Ale,English Brown Ale,12,43.476815,-110.7654323,4.2
Snake River Brewing Company,Jackson, WY,0.05,Snake River Lager,Vienna Lager,12,43.476815,-110.7654323,4.2
Snake River Brewing Company,Jackson, WY,0.052,Snake River Pale Ale,American Pale Ale (APA),12,43.476815,-110.7654323,4.2
Snake River Brewing Company,Jackson, WY,0.068,Pako’s EyePA,American IPA,12,43.476815,-110.7654323,4.2
Capital Brewery,Middleton, WI,0.065,Dark Voyage Black IPA (2013),American Black Ale,12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.052,Wisconsin Amber,Vienna Lager,12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.046,Lake House,Munich Helles Lager,12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.056,Ghost Ship White IPA,American IPA,12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.046,Lake House,Munich Helles Lager,16,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.062,Mutiny IPA,American IPA,12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.052,Wisconsin Amber (1998),Vienna Lager,12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.042,Island Wheat,American Pale Wheat Ale,12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.052,Wisconsin Amber (2013),Vienna Lager,12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,0.05,U.S. Pale Ale,American Pale Ale (APA),12,40.602022,-74.4781512,4.3
Capital Brewery,Middleton, WI,,Supper Club Lager,American Pale Lager,12,40.602022,-74.4781512,4.3
Anthem Brewing Company,Oklahoma City, OK,0.068,Golden One,Belgian Pale Ale,12,35.4608785,-97.5287016,4.7
Anthem Brewing Company,Oklahoma City, OK,0.06,Arjuna,Witbier,12,35.4608785,-97.5287016,4.7
Anthem Brewing Company,Oklahoma City, OK,0.085,Uroboros,American Stout,12,35.4608785,-97.5287016,4.7
Goodlife Brewing Co.,Bend, OR,0.055,Mountain Rescue Pale Ale,American Pale Ale (APA),12,44.0508742,-121.3302727,4.5
Breakside Brewery,Portland, OR,0.05,Post Time Kölsch,Kölsch,16,45.5339627,-122.6965114,4.5
Goose Island Brewery Company,Chicago, IL,0.059,Goose Island India Pale Ale,American IPA,12,39.9652138,-75.1355053,4.1
Burnside Brewing Co.,Portland, OR,0.05,Couch Select Lager,American Pale Lager,12,45.5227852,-122.6523486,4.4
Hop Valley Brewing Company,Springfield, OR,0.049,Double D Blonde,American Blonde Ale,12,44.0828145,-123.0396724,4.3
Hop Valley Brewing Company,Springfield, OR,0.078,Festeroo Winter Ale,American Strong Ale,12,44.0828145,-123.0396724,4.3
Hop Valley Brewing Company,Springfield, OR,0.063,Proxima IPA,American IPA,12,44.0828145,-123.0396724,4.3
Hop Valley Brewing Company,Springfield, OR,0.049,Double D Blonde (2013),American Blonde Ale,12,44.0828145,-123.0396724,4.3
Hop Valley Brewing Company,Springfield, OR,0.048,541 American Lager,American Pale Lager,12,44.0828145,-123.0396724,4.3
Hop Valley Brewing Company,Springfield, OR,0.065,Alphadelic IPA,American IPA,12,44.0828145,-123.0396724,4.3
Hop Valley Brewing Company,Springfield, OR,0.065,Alphadelic IPA (2011),American IPA,12,44.0828145,-123.0396724,4.3
Hop Valley Brewing Company,Springfield, OR,0.049,Double D Blonde (2011),American Blonde Ale,12,44.0828145,-123.0396724,4.3
Worthy Brewing Company,Bend, OR,0.069,Worthy IPA,American IPA,12,44.0552668,-121.260495,4
Worthy Brewing Company,Bend, OR,0.045,Easy Day Kolsch,Kölsch,12,44.0552668,-121.260495,4
Worthy Brewing Company,Bend, OR,0.077,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,12,44.0552668,-121.260495,4
Worthy Brewing Company,Bend, OR,0.069,Worthy IPA (2013),American IPA,12,44.0552668,-121.260495,4
Worthy Brewing Company,Bend, OR,0.06,Worthy Pale,American Pale Ale (APA),12,44.0552668,-121.260495,4
Occidental Brewing Company,Portland, OR,0.047,Occidental Hefeweizen,American Pale Wheat Ale,16,45.5888434,-122.7618543,4.6
Occidental Brewing Company,Portland, OR,0.051,Occidental Dunkel,Dunkelweizen,16,45.5888434,-122.7618543,4.6
Occidental Brewing Company,Portland, OR,0.05,Occidental Altbier,Altbier,16,45.5888434,-122.7618543,4.6
Occidental Brewing Company,Portland, OR,0.045,Occidental Kölsch,Kölsch,16,45.5888434,-122.7618543,4.6
Fearless Brewing Company,Estacada, OR,0.075,Loki Red Ale,American Amber / Red Ale,16,45.2874222,-122.334833,3.7
Fearless Brewing Company,Estacada, OR,0.046,Peaches & Cream,Fruit / Vegetable Beer,16,45.2874222,-122.334833,3.7
Fearless Brewing Company,Estacada, OR,0.051,Quaff India Style Session Ale,American IPA,16,45.2874222,-122.334833,3.7
Fearless Brewing Company,Estacada, OR,0.075,Loki Red Ale (2013),American Amber / Red Ale,16,45.2874222,-122.334833,3.7
Fearless Brewing Company,Estacada, OR,0.069,Mjolnir Imperial IPA,American Double / Imperial IPA,16,45.2874222,-122.334833,3.7
Fearless Brewing Company,Estacada, OR,0.05,Fearless Scottish Ale,Scottish Ale,16,45.2874222,-122.334833,3.7
Upland Brewing Company,Bloomington, IN,0.045,Campside Session IPA,American IPA,16,39.1734681,-86.5373754,4.6
Upland Brewing Company,Bloomington, IN,0.045,Upland Wheat Ale,Witbier,16,39.1734681,-86.5373754,4.6
Upland Brewing Company,Bloomington, IN,0.06,Dragonfly IPA,American IPA,16,39.1734681,-86.5373754,4.6
Mehana Brewing Co.,Hilo, HI,0.072,Tsunami IPA,American IPA,19.2,,,
Mehana Brewing Co.,Hilo, HI,0.072,Tsunami IPA,American IPA,12,,,
Mehana Brewing Co.,Hilo, HI,0.042,Humpback Blonde Ale,American Blonde Ale,12,,,
Mehana Brewing Co.,Hilo, HI,0.052,Hawaiian Crow Porter,American Porter,12,,,
Mehana Brewing Co.,Hilo, HI,0.052,Volcano Red Ale,American Amber / Red Ale,12,,,
Mehana Brewing Co.,Hilo, HI,0.054,Mauna Kea Pale Ale,American Pale Ale (APA),12,,,
Hawai'i Nui Brewing Co.,Hilo, HI,0.049,Kaua'i Golden Ale,American Blonde Ale,12,19.7060898,-155.0691906,4.4
Hawai'i Nui Brewing Co.,Hilo, HI,0.054,Sunset Amber,American Pale Ale (APA),12,19.7060898,-155.0691906,4.4
Hawai'i Nui Brewing Co.,Hilo, HI,0.064,Hapa Brown Ale,American Brown Ale,19.2,19.7060898,-155.0691906,4.4
Hawai'i Nui Brewing Co.,Hilo, HI,0.064,Hapa Brown Ale,American Brown Ale,12,19.7060898,-155.0691906,4.4
Hawai'i Nui Brewing Co.,Hilo, HI,0.083,Southern Cross,Flanders Red Ale,19.2,19.7060898,-155.0691906,4.4
People's Brewing Company,Lafayette, IN,0.065,Mound Builder IPA,American IPA,12,40.4376336,-86.8865856,4.8
People's Brewing Company,Lafayette, IN,0.062,Amazon Princess IPA,American IPA,12,40.4376336,-86.8865856,4.8
People's Brewing Company,Lafayette, IN,0.042,Farmer's Daughter Wheat,American Pale Wheat Ale,12,40.4376336,-86.8865856,4.8
People's Brewing Company,Lafayette, IN,0.045,People's Pilsner,German Pilsener,12,40.4376336,-86.8865856,4.8
Fort George Brewery,Astoria, OR,0.052,Quick WIT,Belgian Pale Ale,12,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.062,The Optimist,American IPA,12,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.045,Suicide Squeeze IPA,American IPA,16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.065,Java the Hop,American IPA,16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.062,Next Adventure Black IPA,American Black Ale,16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.067,3-Way IPA (2013),American IPA,16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.058,Tender Loving Empire NWPA,American Pale Ale (APA),16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.052,Quick Wit Belgianesque Ale,Witbier,16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.055,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.088,Cavatica Stout,American Double / Imperial Stout,16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.051,1811 Lager,American Amber / Red Lager,16,46.1883759,-123.8275168,4.5
Fort George Brewery,Astoria, OR,0.074,Vortex IPA,American IPA,16,46.1883759,-123.8275168,4.5
Branchline Brewing Company,San Antonio, TX,0.052,Evil Owl,American Amber / Red Ale,12,29.5612519,-98.4284465,4.4
Kalona Brewing Company,Kalona, IA,0.071,Sucha Much IPA,American IPA,12,41.4833147,-91.707551,4.5
Kalona Brewing Company,Kalona, IA,0.075,Lewbricator Wheat Dopplebock ,Doppelbock,12,41.4833147,-91.707551,4.5
Modern Times Beer,San Diego, CA,0.075,City of the Sun,American IPA,16,32.7542037,-117.2062969,4.7
Modern Times Beer,San Diego, CA,0.068,Booming Rollers,American IPA,16,32.7542037,-117.2062969,4.7
Modern Times Beer,San Diego, CA,0.052,Oneida,American Pale Ale (APA),16,32.7542037,-117.2062969,4.7
Modern Times Beer,San Diego, CA,0.067,Aurora ,American Amber / Red Ale,16,32.7542037,-117.2062969,4.7
Modern Times Beer,San Diego, CA,0.055,Lomaland,Saison / Farmhouse Ale,16,32.7542037,-117.2062969,4.7
Modern Times Beer,San Diego, CA,0.047,Fortunate Islands,American Pale Wheat Ale,16,32.7542037,-117.2062969,4.7
Modern Times Beer,San Diego, CA,0.058,Black House,American Stout,16,32.7542037,-117.2062969,4.7
Modern Times Beer,San Diego, CA,0.065,Blazing World,American Amber / Red Ale,16,32.7542037,-117.2062969,4.7
Temperance Beer Company,Evanston, IL,0.048,Smittytown,Extra Special / Strong Bitter (ESB),12,42.0399863,-87.701991,4.6
Temperance Beer Company,Evanston, IL,0.04,Greenwood Beach,Fruit / Vegetable Beer,12,42.0399863,-87.701991,4.6
Temperance Beer Company,Evanston, IL,0.066,Gatecrasher,English India Pale Ale (IPA),12,42.0399863,-87.701991,4.6
Wisconsin Brewing Company,Verona, WI,0.055,#001 Golden Amber Lager,American Amber / Red Lager,12,42.9688467,-89.5089835,4.7
Wisconsin Brewing Company,Verona, WI,0.071,#002 American I.P.A.,American IPA,12,42.9688467,-89.5089835,4.7
Wisconsin Brewing Company,Verona, WI,0.052,#003 Brown & Robust Porter,American Porter,12,42.9688467,-89.5089835,4.7
Wisconsin Brewing Company,Verona, WI,0.048,#004 Session I.P.A.,American IPA,12,42.9688467,-89.5089835,4.7
Crow Peak Brewing Company,Spearfish, SD,0.065,Red Water Irish Style Red,American Amber / Red Ale,12,44.517491,-103.870356,4.7
Crow Peak Brewing Company,Spearfish, SD,0.066,Mjöllnir,Herbed / Spiced Beer,12,44.517491,-103.870356,4.7
Crow Peak Brewing Company,Spearfish, SD,0.055,Bear Butte Nut Brown Ale,American Brown Ale,12,44.517491,-103.870356,4.7
Crow Peak Brewing Company,Spearfish, SD,0.045,Easy Livin' Summer Ale,American Blonde Ale,12,44.517491,-103.870356,4.7
Crow Peak Brewing Company,Spearfish, SD,0.055,Canyon Cream Ale,Cream Ale,12,44.517491,-103.870356,4.7
Crow Peak Brewing Company,Spearfish, SD,0.069,Pile O'Dirt Porter,American Porter,12,44.517491,-103.870356,4.7
Crow Peak Brewing Company,Spearfish, SD,0.06,11th Hour IPA,American IPA,12,44.517491,-103.870356,4.7
Grapevine Craft Brewery,Farmers Branch, TX,0.043,Monarch Classic American Wheat,American Pale Wheat Ale,12,32.9325731,-97.0747404,4.6
Grapevine Craft Brewery,Farmers Branch, TX,0.049,Sir William's English Brown Ale,English Brown Ale,12,32.9325731,-97.0747404,4.6
Grapevine Craft Brewery,Farmers Branch, TX,0.055,Lakefire Rye Pale Ale,American Pale Ale (APA),12,32.9325731,-97.0747404,4.6
Buffalo Bayou Brewing Company,Houston, TX,0.06,1836,American Blonde Ale,12,29.7759957,-95.4160868,4.6
Buffalo Bayou Brewing Company,Houston, TX,0.06,Summer's Wit,Witbier,12,29.7759957,-95.4160868,4.6
Buffalo Bayou Brewing Company,Houston, TX,0.09,More Cowbell,American Double / Imperial IPA,16,29.7759957,-95.4160868,4.6
Texian Brewing Co.,Richmond, TX,0.055,First Stand,Saison / Farmhouse Ale,12,29.6119207,-95.743768,4.1
Texian Brewing Co.,Richmond, TX,0.063,Battle LIne,American Brown Ale,12,29.6119207,-95.743768,4.1
Texian Brewing Co.,Richmond, TX,0.056,Broken Bridge,Dunkelweizen,12,29.6119207,-95.743768,4.1
Texian Brewing Co.,Richmond, TX,0.071,Brutus,English India Pale Ale (IPA),12,29.6119207,-95.743768,4.1
Orpheus Brewing,Atlanta, GA,0.065,Lyric Ale,Saison / Farmhouse Ale,12,33.7936008,-84.3686023,4.5
Orpheus Brewing,Atlanta, GA,0.053,Atalanta,Saison / Farmhouse Ale,12,33.7936008,-84.3686023,4.5
Forgotten Boardwalk,Cherry Hill, NJ,0.05,What the Butler Saw,Witbier,12,39.9123524,-74.96917,4.7
Forgotten Boardwalk,Cherry Hill, NJ,0.069,1916 Shore Shiver,American IPA,12,39.9123524,-74.96917,4.7
Laughing Dog Brewing Company,Ponderay, ID,0.05,Laughing Dog Cream Ale,Cream Ale,12,48.3045417,-116.5417089,4.8
Laughing Dog Brewing Company,Ponderay, ID,0.048,Two-One Niner,American Pilsner,12,48.3045417,-116.5417089,4.8
Laughing Dog Brewing Company,Ponderay, ID,0.064,Laughing Dog IPA,American IPA,12,48.3045417,-116.5417089,4.8
Bozeman Brewing Company,Bozeman, MT,0.06,Plum St. Porter,American Porter,12,45.6846267,-111.0239183,4.7
Bozeman Brewing Company,Bozeman, MT,0.057,Plum St. Porter,American Porter,12,45.6846267,-111.0239183,4.7
Bozeman Brewing Company,Bozeman, MT,0.07,Bozone HopZone IPA,American IPA,12,45.6846267,-111.0239183,4.7
Bozeman Brewing Company,Bozeman, MT,0.06,Bozone Hefe Weizen,Hefeweizen,12,45.6846267,-111.0239183,4.7
Bozeman Brewing Company,Bozeman, MT,0.055,Bozone Select Amber Ale,American Amber / Red Ale,12,45.6846267,-111.0239183,4.7
Big Choice Brewing,Broomfield, CO,0.081,Aprè Shred,American Strong Ale,16,39.986384,-104.82268,4.6
Big Choice Brewing,Broomfield, CO,0.095,Hemlock Double IPA,American Double / Imperial IPA,12,39.986384,-104.82268,4.6
Big Choice Brewing,Broomfield, CO,0.041,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16,39.986384,-104.82268,4.6
Big Choice Brewing,Broomfield, CO,0.067,Disconnected Red,American Amber / Red Ale,16,39.986384,-104.82268,4.6
Big Storm Brewing Company,Odessa, FL,0.069,Arcus IPA,American IPA,12,27.8874778,-82.6996197,4.6
Big Storm Brewing Company,Odessa, FL,0.058,Wavemaker,American Amber / Red Ale,12,27.8874778,-82.6996197,4.6
Carton Brewing Company,Atlantic Highlands, NJ,0.099,Epitome,American Black Ale,16,40.4117822,-74.0381795,4.8
Carton Brewing Company,Atlantic Highlands, NJ,0.039,Monkey Chased the Weasel,Berliner Weissbier,16,40.4117822,-74.0381795,4.8
Carton Brewing Company,Atlantic Highlands, NJ,0.078,077XX,American Double / Imperial IPA,16,40.4117822,-74.0381795,4.8
Carton Brewing Company,Atlantic Highlands, NJ,0.042,Boat Beer,American IPA,12,40.4117822,-74.0381795,4.8
Midnight Sun Brewing Company,Anchorage, AK,0.063,Pleasure Town,American IPA,12,61.1472309,-149.8445081,4.6
Midnight Sun Brewing Company,Anchorage, AK,0.063,Pleasure Town IPA,American IPA,12,61.1472309,-149.8445081,4.6
Midnight Sun Brewing Company,Anchorage, AK,0.048,Snowshoe White Ale,Witbier,12,61.1472309,-149.8445081,4.6
Midnight Sun Brewing Company,Anchorage, AK,0.05,Kodiak Brown Ale,American Brown Ale,12,61.1472309,-149.8445081,4.6
Midnight Sun Brewing Company,Anchorage, AK,0.057,Sockeye Red IPA,American IPA,12,61.1472309,-149.8445081,4.6
Fat Head's Brewery,Middleburg Heights, OH,0.063,Trail Head,American Pale Ale (APA),12,41.3776876,-81.821289,4.5
Fat Head's Brewery,Middleburg Heights, OH,0.07,Hop Stalker Fresh Hop IPA,American IPA,16,41.3776876,-81.821289,4.5
Refuge Brewery,Temecula, CA,0.05,Blood Orange Wit,Witbier,16,33.504177,-117.158744,4.8
Chatham Brewing,Chatham, NY,0.08,8 Barrel,American Strong Ale,16,42.363277,-73.5952616,4.5
Chatham Brewing,Chatham, NY,0.055,Oktoberfest,Märzen / Oktoberfest,16,42.363277,-73.5952616,4.5
DC Brau Brewing Company,Washington, DC,0.08,Stone of Arbroath,Scotch Ale / Wee Heavy,12,38.9295262,-76.9601724,4.6
DC Brau Brewing Company,Washington, DC,0.05,The Tradition,American Blonde Ale,12,38.9295262,-76.9601724,4.6
DC Brau Brewing Company,Washington, DC,0.053,El Hefe Speaks,Hefeweizen,12,38.9295262,-76.9601724,4.6
DC Brau Brewing Company,Washington, DC,0.055,Penn Quarter Porter,American Porter,12,38.9295262,-76.9601724,4.6
DC Brau Brewing Company,Washington, DC,0.092,On the Wings of Armageddon,American Double / Imperial IPA,12,38.9295262,-76.9601724,4.6
DC Brau Brewing Company,Washington, DC,0.065,The Corruption,American IPA,12,38.9295262,-76.9601724,4.6
DC Brau Brewing Company,Washington, DC,0.07,The Citizen,Belgian Pale Ale,12,38.9295262,-76.9601724,4.6
DC Brau Brewing Company,Washington, DC,0.06,The Public,American Pale Ale (APA),12,38.9295262,-76.9601724,4.6
Geneva Lake Brewing Company,Lake Geneva, WI,0.072,No Wake IPA,American IPA,12,42.5835522,-88.4112272,4.7
Geneva Lake Brewing Company,Lake Geneva, WI,0.049,Boathouse Blonde,American Blonde Ale,12,42.5835522,-88.4112272,4.7
Geneva Lake Brewing Company,Lake Geneva, WI,0.05,Cedar Point,American Amber / Red Ale,12,42.5835522,-88.4112272,4.7
Rochester Mills Brewing Company,Rochester, MI,0.053,Pine Knob Pilsner,Czech Pilsener,16,42.6806819,-83.1313554,4.4
Rochester Mills Brewing Company,Rochester, MI,,Cal and Co. Black Cherry Porter,American Porter,16,42.6806819,-83.1313554,4.4
Rochester Mills Brewing Company,Rochester, MI,0.055,Lazy Daze Lager,American Adjunct Lager,16,42.6806819,-83.1313554,4.4
Rochester Mills Brewing Company,Rochester, MI,0.059,Rochester Red Ale,American Amber / Red Ale,16,42.6806819,-83.1313554,4.4
Rochester Mills Brewing Company,Rochester, MI,0.05,Milkshake Stout,Milk / Sweet Stout,16,42.6806819,-83.1313554,4.4
Rochester Mills Brewing Company,Rochester, MI,0.07,Cornerstone IPA,American IPA,16,42.6806819,-83.1313554,4.4
Rochester Mills Brewing Company,Rochester, MI,0.055,Lazy Daze Lager,American Adjunct Lager,12,42.6806819,-83.1313554,4.4
Cape Ann Brewing Company,Gloucester, MA,0.099,Imperial Pumpkin Stout,Pumpkin Ale,16,42.611207,-70.665112,4.3
Cape Ann Brewing Company,Gloucester, MA,0.09,Dead-Eye DIPA,American Double / Imperial IPA,16,42.611207,-70.665112,4.3
Cape Ann Brewing Company,Gloucester, MA,0.055,Fisherman's IPA,American IPA,12,42.611207,-70.665112,4.3
Cape Ann Brewing Company,Gloucester, MA,0.054,Fisherman's Pils,German Pilsener,12,42.611207,-70.665112,4.3
Cape Ann Brewing Company,Gloucester, MA,0.055,Fisherman's Brew,American Amber / Red Ale,12,42.611207,-70.665112,4.3
Borderlands Brewing Company,Tucson, AZ,0.071,Noche Dulce,American Porter,16,32.2261342,-110.9703128,4.6
College Street Brewhouse and Pub,Lake Havasu City, AZ,0.058,Big Blue Van,Fruit / Vegetable Beer,16,34.5071791,-114.3472597,4.6
Joseph James Brewing Company,Henderson, NV,0.05,Weize Guy,Hefeweizen,12,,,
Joseph James Brewing Company,Henderson, NV,0.05,Fox Tail Gluten Free Ale,American Pale Ale (APA),12,,,
Joseph James Brewing Company,Henderson, NV,0.093,Hop Box Imperial IPA,American Double / Imperial IPA,12,,,
Joseph James Brewing Company,Henderson, NV,0.052,Joseph James American Lager,American Adjunct Lager,12,,,
Harpoon Brewery,Boston, MA,0.052,UFO Gingerland,Herbed / Spiced Beer,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.062,The Long Thaw White IPA,American White IPA,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.048,Honey Cider,Cider,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.05,Harpoon Summer Beer,Kölsch,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.059,Harpoon IPA,American IPA,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.059,UFO Pumpkin,Pumpkin Ale,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.055,Harpoon Octoberfest,Märzen / Oktoberfest,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.059,Harpoon IPA (2012),American IPA,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.05,Harpoon Summer Beer (2012),Kölsch,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.048,UFO White,American Pale Wheat Ale,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.05,Harpoon Summer Beer (2010),Kölsch,12,42.3469065,-71.0344387,4.6
Harpoon Brewery,Boston, MA,0.059,Harpoon IPA (2010),American IPA,12,42.3469065,-71.0344387,4.6
Back East Brewing Company,Bloomfield, CT,0.086,Palate Mallet,American Double / Imperial IPA,12,41.8550215,-72.7048344,4.8
Back East Brewing Company,Bloomfield, CT,0.06,Back East Porter,American Porter,12,41.8550215,-72.7048344,4.8
Back East Brewing Company,Bloomfield, CT,0.049,Back East Golden Ale,American Blonde Ale,12,41.8550215,-72.7048344,4.8
Back East Brewing Company,Bloomfield, CT,0.07,Misty Mountain IPA,American IPA,12,41.8550215,-72.7048344,4.8
Back East Brewing Company,Bloomfield, CT,0.05,Back East Ale,American Amber / Red Ale,12,41.8550215,-72.7048344,4.8
Champion Brewing Company,Charlottesville, VA,0.07,Stickin' In My Rye,Rye Beer,24,38.0276505,-78.4781554,4.6
Champion Brewing Company,Charlottesville, VA,0.06,Black Me Stout,American Stout,12,38.0276505,-78.4781554,4.6
Champion Brewing Company,Charlottesville, VA,0.05,Killer Kolsch,Kölsch,12,38.0276505,-78.4781554,4.6
Champion Brewing Company,Charlottesville, VA,0.07,Missile IPA,American IPA,12,38.0276505,-78.4781554,4.6
Devil's Backbone Brewing Company,Lexington, VA,0.044,Bravo Four Point,American Pale Ale (APA),12,37.8138902,-79.3982459,4.6
Devil's Backbone Brewing Company,Lexington, VA,0.052,Striped Bass Pale Ale,American Pale Ale (APA),12,37.8138902,-79.3982459,4.6
Newburgh Brewing Company,Newburgh, NY,0.042,Cream Ale,Cream Ale,12,41.4973109,-74.0080529,4.6
Wiseacre Brewing Company,Memphis, TN,0.059,Tarasque,Saison / Farmhouse Ale,12,35.1471815,-89.9687492,4.6
Wiseacre Brewing Company,Memphis, TN,0.062,Ananda India Pale Ale,American IPA,12,35.1471815,-89.9687492,4.6
Wiseacre Brewing Company,Memphis, TN,0.045,Tiny Bomb,American Pilsner,12,35.1471815,-89.9687492,4.6
Golden Road Brewing,Los Angeles, CA,0.072,Might As Well IPL,American Pale Lager,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.058,Saison Pamplemousse,Saison / Farmhouse Ale,12,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.074,2020 IPA,American IPA,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.08,Wolf Among Weeds IPA,American IPA,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.094,Better Weather IPA,American IPA,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.059,Point the Way IPA,American IPA,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.046,Golden Road Hefeweizen,Hefeweizen,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.068,Heal the Bay IPA,American IPA,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.059,Point the Way IPA,American IPA,12,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.05,Cabrillo Kölsch,Kölsch,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.055,Get Up Offa That Brown,American Brown Ale,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.08,Burning Bush Smoked IPA,American IPA,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.08,Wolf Among Weeds IPA (2012),American IPA,16,34.1506265,-118.2744516,4.5
Golden Road Brewing,Los Angeles, CA,0.059,Point the Way IPA (2012),American IPA,16,34.1506265,-118.2744516,4.5
